ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-991,E. Step 3c : Payment Information Admission FC,Final step is not accepted after finish step DP for readmission FI,24/08/2022,Major,24/08/2022,0,1:20,2:00,PASS
QA-992,D. Step 3a : Form filling for Term Payment by SEPA Sucess,"SEPA Payment Mode: 
After Click pay button the SWAL bravo displayed but then the UI is spining more than 1 minutes",25/08/2023,Blocking,25/08/2023,0,0:45,0:45,PASS
QA-993,D. Step 4a : Form filling for Term Payment by Transfer Success,"In the student card finance history on column transaction the term amount is not display properly for financial support. for example it display ech 1/3-20/09/2022-1980 (when the financial support pay is 418.80)

test data : Selena ZENNAF",25/08/2023,Minor,25/08/2023,0,0:30,0:42,PASS
QA-994,D. Step 1: User asking for a payment on Finance Follow up table,On Finance Follow Up table When I select 2 row (billing for student and billing for FS) then I click button Asking Pay ment (yellow button above table) >> the notification PAY_N2 ONLY sent to the email of student,25/08/2024,Major,25/08/2023,0,0:30,0:30,PASS
QA-995,,Improvement: Update swal when asking for payment to show payer total & text instead of students,25/08/2024,Minor,26/08/2022,0,0:30,2:30,PASS
QA-996,E. Step 3d : Payment Information Readmission FC,Student Pay 0% and Financial Support 1 Pay 100% - When split billing for FS and Student I notice that splited billing is not in the correct ammount,25/08/2024,Moderate,26/08/2022,0,2:00,2:34,PASS
QA-997,E. Step 3d : Payment Information Readmission FC,"Related to QA-096, financement showing student name instead of organization name. can check from this student
Link",25/08/2024,Moderate,26/08/2022,0,0:30,1:15,PASS
QA-998,B. Step 2a : Form Filling update for Admission FI,SWAL error when fill post code with country filled in modality step on admission FI,26/08/2022,Moderate,29/08/2022,0,0:30,0:30,PASS
QA-999,B. Step 2d : Form Filling update for Readmission FC,still can fill with free text on date of birth field on identity step in readmission fc,26/08/2022,Minor,29/08/2022,0,0:45,1:15,PASS
QA-1000,B. Step 4: Update FI form for Modality Payment -- note: only FC,"For student FC Personal : When I add 2 financial support from the Regiatration Form, the amount of 2 financial support not refelectd into Step Contract (its only billing for student that display on Step Contract)",29/08/2022,Major,29/08/2022,0,2:00,1:40,PASS
QA-1001,B. Step 2a : Form Filling update for Admission FI,"Update school contract preview + PDF with new fields of financial support -> Cost coverage, account holder name, IBAN, BIC, checkbox "" I authorize ...""",29/08/2025,Moderate,29/08/2022,0,1:00,1:45,PASS
QA-1002,B. Step 2a : Form Filling update for Admission FI,"In step financial support, increaze size of text + amount ""Price of the studies: <amount>""",29/08/2026,Moderate,29/08/2022,0,0:30,0:30,PASS
QA-1003,Finance Follow Up Table,"Improvement: When add manual payment and select ""who pays"" for the student line, only display student name (because now Financial support have their own finance line)",29/08/2027,Moderate,29/08/2022,0,0:30,0:30,PASS
QA-1004,A. Step 1 - 4: Modality Payment form (SCRIPTED),"Lozalization: Checkbox text "" I authorize ..."" has incorrect FR on the form from script, use same text as existing in the admission FI form.",29/08/2028,Localization,29/08/2022,0,0:30,0:30,PASS
QA-1005,B. Step 1: Form Builder Update,"On the Form Builder, When I try to edit the Step Modality Payment, the option fields still displayed warning messsage : ""this fields is requred""  even I already add one option.

So its blocking to save the Step for condition only have one option",30/08/2032,Blocking,30/08/2023,0,0:45,,PASS
QA-1006,A. Step 1 - 4: Modality Payment form (SCRIPTED),User still cant input random country in special form,30/08/2032,Moderate,30/08/2023,0,0:45,1:21,PASS
QA-1007,C. Step 1: Notification before Auto Debit,Case for FS that already paid for term 1 >> When Automatic Debit triggered the status on Term 2 still have Blue dot Icon,30/08/2032,Moderate,30/08/2023,0,2:00,1:35,PASS
QA-1008,A. Step 1 - 4: Modality Payment form (SCRIPTED),"Improvement Localization
[EN] Cost coverage [FR] Montant pris en charge

Price of the studies (in form from script and admission form) --> 
[EN] Scholarship fees remaining due (after payment of the down payment)
[FR] Frais de scolarité restant à régler (après règlement de l’acompt d’inscription)",30/08/2032,Localization,30/08/2023,0,0:30,0:30,PASS
QA-1009,B. Step 1: Form Builder Update,"Form Builder for template [REINSCR] FC Partiel - duplicate 30/09

On Step Modality Payment there are duplicate fields on the segment ""Add Students as Financial Support"":
- student IBAN
- Student BIC
- Student Acount holder name
- Student Cost Coverage",30/08/2032,Major,30/08/2024,0,2:00,4:41,PASS
QA-1010,A. Step 1 - 4: Modality Payment form (SCRIPTED),Improvement on UI for admission form + form from script engaged/registered,30/08/2032,Moderate,30/08/2024,0,0:30,1:45,PASS
QA-1011,Phase 06 : Form Follow Up Table,"There is error when try to send notification reminder in general form follow up table

Note: need to call mutation SendReminderOneTimeForm instead of Send_ADM_DOC_N4 for general form follow up
- MUST pass param form_builder_id and lang to send reminder per form builder
- MUST pass param form_process_ids and lang to send reminder per form process selected",09/06/2022,Blocking,09/06/2022,0,1:00,0:56,PASS
QA-1012,Phase 04 : Form Filling,Summary is empty and user is not able to move to the next step,09/06/2022,Blocking,09/06/2022,0,0:40,0:35,PASS
QA-1013,Phase 01 : Form Builder,Preview of Message in form builder through the preview button in message detail does not show any content and only display a blank white dialog,09/06/2022,Moderate,09/06/2022,0,0:40,0:37,PASS
QA-1014,Phase 01 : Form Builder,"No sweet alert popping up after I click on ""Leave"" button
",09/12/2022,Moderate,09/06/2022,0,,,PASS
QA-1015,Phase 04 : Form Filling,"When choosing ""long awnser"" I don't have any position field",09/12/2022,Minor,09/06/2022,0,0:05,0:05,PASS
QA-1016,Phase 03 : Student Table,"No Sub menu - ""Follow up"" and  ""Trombinoscope"" in the student menu",12/09/2022,Major,,0,0:30,,PASS
QA-1017,Phase 01 : Form Builder,The mandatory field dont have error message if the user  didn't type anything in the template name field,13/09/2022,Moderate,13/09/2022,0,0:30,0:20,PASS
QA-1018,Phase 04 : Form Filling,The PDF on step summary isn't be able open,13/09/2022,Moderate,13/09/2022,0,0:30,0:30,PASS
QA-1019,Phase 06 : Form Follow Up Table,The sweet alert between swal docs and platform is different when i select EN and FR,13/09/2022,Localization,13/09/2022,0,0:20,0:20,PASS
QA-1020,Phase 03 : Student Table,There's no message error in mandatory field in user signatory field,13/09/2022,Moderate,13/09/2022,0,0:30,0:22,PASS
QA-1021,Phase 04 : Form Filling,The contract signing step is blank though i connect as user that signatory contract,13/09/2022,Blocking,14/09/2022,0,0:20,0:12,PASS
QA-1022,Phase 01 : Form Builder,Form template detail has two mandatory field: Form template name and template type but if user didn't type anything the error message isn't appear,14/09/2022,Moderate,14/09/2022,0,0:30,0:19,PASS
QA-1023,Phase 01 : Form Builder,"Filter in the ""Template type"" column is randomly sorted in EN and FR",14/09/2022,Moderate,16/09/2022,0,0:20,0:20,PASS
QA-1024,Phase 01 : Form Builder,the date filter on the list of form templates table is not working properly,14/09/2022,Moderate,16/09/2022,0,0:20,0:20,PASS
QA-1025,Phase 01 : Form Builder,"In summary step ->  step type is step with summary, user isn't be able see the preview of righ bottom screen like other step",14/09/2022,Moderate,14/09/2022,0,0:30,0:05,PASS
QA-1026,Phase 01 : Form Builder,Thre's no space between button in step message and notification,14/09/2022,Minor,14/09/2022,0,0:30,0:20,PASS
QA-1027,Phase 02 : Intake Channel,"Admission tabs in school intake channel
The level of school isn't sorted properly",14/09/2022,Minor,16/09/2022,0,0:20,0:15,PASS
QA-1028,Phase 01 : Form Builder,"When I turn on validator slider in the summary step then select validator it will display bravo, but validator field become red and empty, ",14/09/2022,Minor,14/09/2022,0,0:30,0:35,PASS
QA-1029,Phase 06 : Form Follow Up Table,Sweet alert incorrect if the user send reminder to student,14/09/2022,Major,14/09/2022,0,0:20,0:15,PASS
QA-1030,Phase 04 : Form Filling,"When one of the step in one time form need validator, and I login as validator and check my task, I cannot see the task description and access the task to validate.",14/09/2022,Blocking,14/09/2022,0,0:45,0:42,PASS
QA-1031,Phase 05 : Menu & InApp Tutorial & Permission,The category user field cant choice more than one option,14/09/2022,Major,14/09/2022,0,0:30,0:22,PASS
QA-1032,Phase 05 : Menu & InApp Tutorial & Permission,"Improvement
Remove  sub module button and remove item button must have tooltip in both EN or FR",14/09/2022,Minor,14/09/2022,0,0:20,0:15,PASS
QA-1033,Phase 05 : Menu & InApp Tutorial & Permission,"As operator admin, i already add inApp tutorial to Form follow up > general but i cant update the inApp tutorial because i want to add category of user, so that i cant save and publish inApp tutorial again",14/09/2022,Major,14/09/2022,0,0:25,0:17,PASS
QA-1034,Phase 03 : Student Table,"Found an issue when I tried to send OTF for multiple students that are specific and not on the same page. When I turn on checkbox for a student, then I use search bar to search another student who is not on the same page, then my first checkbox becomes disable. ",14/09/2022,Major,14/09/2022,0,0:40,0:40,PASS
QA-1035,Phase 01 : Form Builder,Thre's swal error when user need upload a document PDF for contract signing PDF,14/09/2022,Major,14/09/2022,0,0:25,,PASS
QA-1036,Phase 01 : Form Builder,"When template name already exist, the swal isn't same with spec doc",15/09/2022,Localization,15/09/2022,0,0:20,0:20,PASS
QA-1037,Phase 01 : Form Builder,"Template type column
dropdown template type in search bar double",15/09/2022,Minor,16/09/2022,0,0:30,,PASS
QA-1038,Phase 01 : Form Builder,There is a null null display in the Step with Final Message preview in default,15/09/2022,Minor,16/09/2022,0,0:35,0:35,PASS
QA-1039,Phase 04 : Form Filling,"For some student that receive the OneTimeForm_N1 and click the link for form filling, they cannot see accept button to continue to next step ",16/09/2022,Blocking,16/09/2022,0,0:40,,PASS
QA-1040,Phase 01 : Form Builder,"i see 2 issue in :

1. student menu -> irregular position when table i scroll to right
2, form builder -> localization tooltip [FR] duplicate template",16/09/2022,Minor,16/09/2022,0,0:25,0:22,PASS
QA-1041,Phase 05 : Menu & InApp Tutorial & Permission,"As operator Admin, i already create form follow up with category of user operator admin. but i dont see the tutorial button on form follow up",16/09/2022,Major,16/09/2022,0,0:30,0:30,PASS
QA-1042,Phase 05 : Menu & InApp Tutorial & Permission,"In the add inapp tutorial, on the module field there is no form follow up submenu to pick",16/09/2022,Blocking,16/09/2022,0,,,PASS
QA-1043,Phase 01 : Form Builder,"when student complete all step, i see button send reminder in action column",16/09/2022,Moderate,16/09/2022,0,0:30,0:35,PASS
QA-1044,Phase 02 : Intake Channel,"when i click up arrow or down arrow, and i click reset, i see up arrow or down arrow still displayed, and the when i try to hover over the column name, or try to skip the column, i can see the up arrow or down arrow will disappear without me clicking",16/09/2022,Minor,16/09/2022,0,0:10,0:10,PASS
QA-1045,Phase 03 : Student Table,in the student table there are student have entity ' candidate ' So the user after send the one time form cannot complete the form,16/09/2022,Major,19/09/2022,0,1:00,1:18,PASS
QA-1046,Phase 05 : Menu & InApp Tutorial & Permission,"For usertype : Academic Director, Academic Member, Contract manager,Academic Referent in form follow up >> general >> details, the table display No data to show",16/09/2022,Blocking,20/09/2022,0,0:30,0:35,PASS
QA-1047,Phase 05 : Menu & InApp Tutorial & Permission,"InApp tutorial for form follow up submenu general is not there, but i can see the InApp tutorial is in admission >> general ",16/09/2022,Major,19/09/2022,0,0:45,1:00,PASS
QA-1048,Phase 04 : Form Filling,One time form filling with document expected have red text after submit and validated,16/09/2022,Moderate,19/09/2022,0,0:40,0:35,PASS
QA-1049,Phase 01 : Form Builder,"Imrprovement -> consistency
Need tooltip if user is hovering remove Question button, remove segment  button and  mandatory field when user add segment in form template detail need error  message as this field is required",19/09/2022,Minor,19/09/2022,0,,0:20,PASS
QA-1050,Phase 06 : Form Follow Up Table,Send reminder button should be owned by students who have not completed the form filling only,19/09/2022,Major,19/09/2022,0,0:20,0:00,PASS
QA-1051,Phase 04 : Form Filling,"When the validator reject one of the steps, student cannot upload a new document they just can ""complete revision"" without doing any revision to their document",19/09/2022,Major,19/09/2022,0,,,PASS
QA-1052,Form Follow Up >> General,"On the Form Details table, the filter on the column School and Program still not working. It always display all data when I filter with select one of the option",20/09/2022,Blocking,21/09/2022,0,0:45,0:40,PASS
QA-1053,Phase 03 : Student Table,"When select the form to send in dialog ""Send one time form"" the name of the form is not displayed (Field stay empty) ",22/09/2022,Major,22/09/2022,0,0:30,0:30,PASS
QA-1054,Phase 06 : Form Follow Up Table,When I try to export data of student in french version I can see that the SWAL export after I choose a type of file isn’t showing properly.,04/10/2022,Minor,05/10/2022,0,0:20,0:12,PASS
QA-1055,Phase 06 : Form Follow Up Table,In the action column when I’m in the detail of a form (In form follow up) I can see that Send mail and View form button are too close fo someone that aready fill the form,04/10/2022,Minor,05/10/2022,0,0:20,0:20,PASS
QA-1056,Phase 06 : Form Follow Up Table,The table did not directly query the data after opened,10/10/2022,Major,10/10/2022,0,,,PASS
QA-1057,Step 01 : Improvement Admission FI  (add button 'assign internship' and new column),"The tooltip on the data No Internship, No exchange in the column Internship / Exchange is not implemented yet (inconsistency to others data in the column)",02/09/2022,Minor,05/09/22,0,0:30,0:30,PASS
QA-1058,Step 01 : Improvement Admission FI  (add button 'assign internship' and new column),The asterix icon is not implemented on the mandatory field in assign internship/ exchange pop up,02/09/2022,Minor,05/09/22,0,0:30,0:11,PASS
QA-1059,Step 01 : Improvement Admission FI  (add button 'assign internship' and new column),The warning message indicated the field is mandatory is not added yet in assign  Internship/ Exchange  pop up (when the field left empty) ,02/09/2022,Moderate,05/09/22,0,0:45,0:17,PASS
QA-1060,Step 03 : Improvement Readmission (add button 'assign internship' and new column),The text for the header column of Internship/ Exchange is truncuted (not fully displayed),02/09/2022,Moderate,05/09/22,0,0:45,0:40,PASS
QA-1061,Step 04: Menu/Notification/InApp/User Permission,"The tutorial pilbox is not displayed in the menu 

NOTE: Aready create InApps tutorial and publish it, but the pilbox of tutorial did not show on the menu Internship",02/09/2022,Moderate,05/09/22,0,0:45,1:00,PASS
QA-1062,Step 05 : Internship Menu (follow up table),The FR Localization for the title pop up 'Send Internship Contract' is not implemented yet,02/09/2022,Localization,05/09/22,0,0:30,0:30,PASS
QA-1063,Step 05 : Internship Menu (follow up table),"The warning message in mandatory field (on pop up) is not yet implemented

(Assign Expected date pop up)",02/09/2022,Moderate,05/09/22,0,0:30,0:30,PASS
QA-1064,Step 05 : Internship Menu (follow up table),"The FR localization on the swal when the student already receive the form, and the user send the form again is not implemented",02/09/2022,Localization,05/09/22,0,0:30,0:15,PASS
QA-1065,Step 08 : Form Builder - Step: Company,The FR localization for the step Company and member is not implemented yet,02/09/2022,Localization,05/09/22,0,0:45,0:15,PASS
QA-1066,Step 08 : Form Builder - Step: Company,"In the preview of the form, when I try to select company other than France, the field SIRET still displayed

NOTE: Will check in the form filling later",02/09/2022,Moderate,05/09/22,0,0:45,0:23,PASS
QA-1067,Step 09 : Form Filling - template type: Internship,"The Company section in form filling is duplicated (even in the form builder only have 1 section for company)

It make the user cannot move to the next step if not fill all the section",02/09/2022,Major,05/09/22,0,0:45,0:21,PASS
QA-1068,Step 09 : Form Filling - template type: Internship,"Question type: Question

Answer type: Date

The date picker is not populated in the form filling, so the user cannot fill the field",02/09/2022,Major,05/09/22,0,0:45,0:21,PASS
QA-1069,Step 06 : Student card  - Internship Tab,"The text on the tab Internship is not similar with another tab

NOTE: compare the text on the Internship tab with another tab in studetn card

It seems the font size is different compare to other tab",07/09/2022,Minor,08/09/22,0,0:45,0:45,PASS
QA-1070,Step 06 : Student card  - Internship Tab,"The user cannot Assign the Internship / Exchange from the stduent card  (using new field: Internship/ Exchange)

NOTE:
It also cannot assign internship/ Exchange from the admission and readmission, the student is not populated in internship table",08/09/2022,Blocking,08/09/22,0,0:45,1:24,PASS
QA-1071,Step 05 : Internship Menu (follow up table),"when field is empty, i cant see message 

i cant see the warning message displayed below the mandatory field bot in EN and FR",09/09/2022,Minor,09/09/22,0,0:45,1:18,PASS
QA-1072,Step 07 : Form Builder - template type: Internship,"go to process -> form builder

add new template and fill form template type form EN and change languange to FR, isee pop up error",09/09/2022,Major,09/09/22,0,0:25,0:25,PASS
QA-1073,Step 08 : Form Builder - Step: Company,"when I try to click step detail, I see a pop up error appears on the screen",09/09/2022,Blocking,09/09/22,0,0:25,0:25,PASS
QA-1074,Step 08 : Form Builder - Step: Company,"Step company and member

There is no remove button on user selection section, so the user cannot remove the added question for user selection on the step ",09/09/2022,Moderate,09/09/22,0,0:25,0:25,PASS
QA-1075,Step 05 : Internship Menu (follow up table),"when i use FR languange

i cek in the internship -> follow up
select 1 student and click action -> send aggrement, select 1 template, i see name template is not populate",09/09/2022,Moderate,09/09/22,0,0:25,0:25,PASS
QA-1076,Step 09 : Form Filling - template type: Internship,"form filling in the step company detail, when i use country other france, i see mentor not populate ",09/09/2022,Moderate,12/09/22,0,1:00,,PASS
QA-1077,Step 05 : Internship Menu (follow up table),"i see 2 issue :

1. localization tooltip [FR] view student card
2. when click action button- > send expected date and click validate,  i see pop up error",12/09/2022,Moderate,12/09/22,0,0:25,0:25,PASS
QA-1078,Step 06 : Student card  - Internship Tab,"Go to menu internship select 1 student and send aggrement after succes send aggrement, go to student card -> mailbox fill form filling back student card tab student when i change Internship / Exchange field, i see succes to change and this is issue because student already send aggrement and fill form filling",12/09/2022,Moderate,12/09/22,0,1:00,2:52,PASS
QA-1079,Step 08 : Form Builder - Step: Company,"as operator

go to process menu and form builder, create new template and add step

go to Step Notification and Message, and + add step message, after add step message, click preview and i see blank page",12/09/2022,Moderate,12/09/22,0,1:00,2:00,PASS
QA-1080,Step 05 : Internship Menu (follow up table),"The status per step need to be adjusted based on the answered confirmation

Link

Note: Also make sure the filter and the tooltip per step has the same status",12/09/2022,Major,13/09/22,0,0:45,0:43,PASS
QA-1081,Step 05 : Internship Menu (follow up table),"i see 2 issue localization [FR] :

go to internship -> follow up sub-menu :
1.  statut column : search all Toutes should be Tous
2. name and tooltip in action : Envoyer un Mail should be Envoyer un Email ",13/09/2022,Localization,13/09/22,0,0:45,00:44,PASS
QA-1082,Step 08 : Form Builder - Step: Company,"when the field is mandatory, when I try to empty the field and fill in a text in it, the field name is still red",13/09/2022,Minor,14/09/22,0,0:45,1:04,PASS
QA-1083,Step 09 : Form Filling - template type: Internship,"readmission -> follow-up

click the action button and I see in the list that there is no line above and below assign internship / exchange",13/09/2022,Minor,14/09/22,0,0:45,0:48,PASS
QA-1084,Step 06 : Student card  - Internship Tab,"[intrenship][follow up]

when i select student and filter :

current program : 22-23 EFAPAR 1 Communication 

and send aggrement and select 1 template ex: CHECKING POPULATE KEY, 
select signatory and click validate, i see pop up sorry",13/09/2022,Blocking,14/09/22,0,0:45,0:15,PASS
QA-1085,Step 09 : Form Filling - template type: Internship,"when in form builder i create field is mandatory, and then i go to form filling, in the field mandatory, i cant see box field beside name field

name student : Mr Mattéo PIERSON",14/09/2022,Blocking,14/09/22,0,0:45,0:45,PASS
QA-1086,Step 05 : Internship Menu (follow up table),"Assign company relation member

The list of company relation member in assign company relation member pop up  should only see the user who link to the student program

NOTE: Need to be checked also on the send agreement pop up containing company relation member",14/09/2022,Major,14/09/22,0,0:45,0:45,PASS
QA-1087,Step 02 : Improvement Admission FC (add button 'assign internship' and new column),"in admission FI/FC and Readmission follow up

[EN] and [FR]
select 1 student and click assign intrenship / exchange

i see duplicate mandatory field",15/09/2022,Minor,14/09/22,0,0:30,0:31,PASS
QA-1088,Student card  - Internship Tab,"student card -> tab intrenship

i see tooltip in s1,s3,s3 column different checklist and different intreship table",15/09/2022,Minor,14/09/22,0,0:30,0:30,PASS
QA-1089,Step 08 : Form Builder - Step: Company,"i see 2 issue in form builder in tab notification & message :

1. localization [FR] preview
2. duplicate mandatory in :
   - add notification : i see duplicate mandatory in notification ref id
   - add step message : i see duplicate mandatory in messages ref id, button 1, and button 2",15/09/2022,Minor,16/09/2022,0,0:30,0:31,PASS
QA-1090,Step 09 : Form Filling - template type: Internship,duplicate mandatory field in formf illing step 2 and form add user type in companies,15/09/2022,Minor,16/09/2022,0,0:30,0:30,PASS
QA-1091,Step 05 : Internship Menu (follow up table),"[Company Relation Member]

the company relations member column for the member icon does not have a tooltip to display the name of the member",19/09/2022,Minor,19/09/2022,0,0:45,0:45,PASS
QA-1092,Step 08 : Form Builder - Step: Company,"When I add another question, the preview on the right shows a double in the country and SIRET fields. ",19/09/2022,Major,19/09/2022,0,0:45,0:45,PASS
QA-1093,Step 08 : Form Builder - Step: Company,send email in the action button not working ,20/09/2022,Moderate,21/09/2022,0,0:45,0:45,PASS
QA-1094,Step 09 : Form Filling - template type: Internship,The warning message for the mandatory field is not implemented yet in the form filling,20/09/2022,Moderate,21/09/2022,0,0:45,1:57,PASS
QA-1095,Step 05 : Internship Menu (follow up table),"Make the super filter if by default ALL, the user can see filter for the next super filter (school, campus, level, and etc)",20/09/2022,Moderate,21/09/2022,0,1:45,1:46,PASS
QA-1096,Step 06 : Student card  - Internship Tab,The tooltip for the data in the Send date column is not implemented yet,20/09/2022,Minor,21/09/2022,0,0:45,0:38,PASS
QA-1097,Step 06 : Student card  - Internship Tab,The data displayed in the Internship tab in student card is not aligned,21/09/2022,Minor,21/09/2022,0,0:45,1:10,PASS
QA-1098,Step 09 : Form Filling - template type: Internship,The localization of the civility for the assigned Company relation member in the step summary is not implemented yet,21/09/2022,Localization,21/09/2022,0,0:45,0:45,PASS
QA-1099,Step 09 : Form Filling - template type: Internship,"After add the user from the form filling - step company and member, the block on adding user selection still displayed (even the step already submitted)",21/09/2022,Moderate,21/09/2022,0,0:45,0:50,PASS
QA-1100,Step 05 : Internship Menu (follow up table),"In dialog ""Assign expected date"" dropdown goes to maximum 2022, it should be more since we can assign an intership in future",14/10/2022,Moderate,14/10/2022,0,0:25,0:25,PASS
QA-1101,Step 08 : Form Builder - Step: Company,"In company tabs, Question label is not reflected on the preview",14/10/2022,Moderate,14/10/2022,0,0:25,0:25,PASS
QA-1102,Step 09 : Form Filling - template type: Internship,"In form filling when I'm on the Summary step, if I check the Signature box it doesn't do anything. I'm not redirected to next step",19/10/2022,Moderate,20/10/2022,0,1:00,0:45,Ready to test
QA-1103,04 (Manual Action - Refund),"[ERP_007][Student Card][Finance tab] when i want Edit refund, dialog Edit Refund Field Form Not populate on field ""From"", ""Date"" , ""method of payment"". videow",02/22/2023,Moderate,02/22/2023,0,0:15,0:15,Pass
QA-1104,04 (Manual Action - Refund),"[ERP_007][Student Card][Finance tab] when i want delete refund, it throw error:  video",02/22/2023,Major,02/22/2023,0,0:15,0:15,Pass
QA-1105,05 (OD Cash Transfer),[ERP_007][Student Card][Finance tab]when i want delete manual OD cash transfer. spinner always displays. videow,02/22/2023,Major,02/22/2023,0,0:15,0:15,Pass
QA-1106,12 (Master Table Transaction),"[ERP_007][Master Transaction Table]As Finance Member (Mrs Ekaterina SOROKOPOUD), there is no Menu Finance -> Master Table Transaction Video",02/22/2023,Blocking,02/22/2023,0,0:15,0:10,Pass
QA-1107,12 (Master Table Transaction),"[ERP_007][Master transaction table] When i click on notes button on action column there is no reference displayed, it should be same with PSP reference when i pay with SEPA or Credit Card in form filling",02/22/2023,Moderate,02/22/2023,0,0:10,0:10,Pass
QA-1108,12 (Master Table Transaction),[ERP_007][Master transaction table] When i click on view student card button on action column it's should redirect to current program not only to the finance tab,02/22/2023,Minor,02/22/2023,0,0:10,0:10,Pass
QA-1109,12 (Master Table Transaction - Permission),[ERP_007][Finance Master Table Transaction] Icon Euro And Note Still Displayed when the flux is billing Video,02/22/2023,Moderate,02/22/2023,0,0:15,0:15,Pass
QA-1110,12 (Master Table Transaction),"[ERP_007][Finance Master Transaction Table][Euro Icon Button] The localization of Button is wrong. Display with ""View Tansaction"", instead ""View Transaction"". And the pre filter after click the euro icon is not using Student number, but using student last name Video",02/22/2023,Moderate,02/22/2023,0,0:15,0:15,Pass
QA-1111,02 (Operation Lines - Not Exported),"[ERP_007][Operation Lines][Not exported] After i pay term one, it will display on the operation lines table but i see the operation name still not include what term i pay | Video",02/22/2023,Minor,02/22/2023,0,0:10,0:10,Pass
QA-1112,01 (Student Balance),[ERP_007][Student Card][Finance tab] when i want make Discount in Avoir/Discount on manual action. successfull create discount but it have double icon delete.  video,02/22/2023,Moderate,02/22/2023,0,,,Pass
QA-1113,01 (Student Balance),"[ERP_007][Student Balance][Balance] The amount of balance in student balance table is not 0 and not green. I didnt do anything except validate the modality in student form filling  Note: Make sure to check in 1 term, 3 terms, and 8 terms Video",02/22/2023,Major,02/22/2023,0,0:10,,NAB
QA-1114,01 (Student Form),[ERP 007][Student Form][SWAL] Missing localization on this swal for IBAN outside Europe and it moved to next step then display that SWAL|| Thread || Video,02/22/2023,Localization,02/22/2023,0,0:10,0:46,Pass
QA-1115,12 (Master Table Transaction),[ERP 007][Master Transaction][Euro Icon] Euro Icon is displayed for manual payment. It should be only displayed for Online payment for the Euro Icon || Thread,02/22/2023,Major,02/22/2023,0,0:15,0:15,Pass
QA-1116,12 (Master Table Transaction),"the Status column for line OD Student Balance Adjustment is empty. Based on checklist it should be  populate with ""blue dot""",02/22/2023,Major,02/22/2023,0,,,Pass
QA-1117,12 (Master Table Transaction),"I check the operation name only displayed ""Billing of Term"", it should displayed Billing of Term <Number of terms> example:  Billing of term 2/8 - 22/02/2023 example: Billing of term 2  Test Data: A10741 Mrs Amelie AUGIS Video: Link",02/22/2023,Moderate,02/22/2023,0,,,Pass
QA-1118,12 (Master Table Transaction),"In master table transaction if i need sorting asc/desc on legal entity column, there's swal error like : ""TypeError: Cannot read properties of null (reading 'includes') Please Alert The Administration"" But when i check in network, the response is available Video",02/23/2023,Major,02/23/2023,0,,,Pass
QA-1119,12 (Master Table Transaction),When i click Note Button in Action column the dialog title in english is correct but im not sure in french because it's just change the order of sentences. video,02/23/2023,Localization,02/23/2023,0,0:10,,NAB
QA-1120,12 (Master Table Transaction),[ERP_007] [Master Transaction Table] I check value in Operation Name column and I see Payment of Down Payment instead of Down Payment | Video | Sheet,02/23/2023,Minor,02/23/2023,0,0:10,0:10,Pass
QA-1121,04 (Manual Action Payment Line),"[ERP_007][Student Balance][Manual action] After i fill the payment line and validate i'ts not popuated correctly, there is no status term for term that i add before | Video",02/23/2023,Moderate,02/23/2023,0,0:15,0:15,Pass
QA-1122,01 (Student Balance),"[ERP_007] [Student Balance] I check student balance after remove term 3,  the dot status term, payment date and balance date is not match the specdoc | Video | Specdoc",02/23/2023,Moderate,02/23/2023,0,0:15,0:20,Pass
QA-1123,06 (Student Card - Financement),[ERP_007][Financement & Contract] Need update validation to displaying tab financement and contract to check from type of formation instead admission form (display this tab when type of formation is FC),02/23/2023,Major,02/23/2023,0,,,Pass
QA-1124,01 (Finance Organization),"[ERP_007][Follow up organization] After i assign template for organization the term will display on term column but, the first term displayed with red dot | Video",02/23/2023,Minor,02/23/2023,0,0:10,0:07,Pass
QA-1125,01 (Student Balance),"[ERP_007][Financement][Student Balance] After export data Avoir scholarship fee check to the column accounting document, the column not populated with data | video",02/23/2023,Moderate,02/23/2023,0,0:15,0:25,Pass
QA-1126,01 (Student Balance),"[ERP_007][student-card][student-balance] when i try to paid 1 term, this data payment line then ""remove payment"" my data payement line. (FE) status term it will be double status term || video || spec doc",02/23/2023,Major,02/23/2023,0,,,Pass
QA-1127,01 (Student Balance),"[ERP_007][student-card][student-balance] when i try to paid 1 term , this data payment line then remove my data payement line.  cancel payment line not generated || Video || Spec doc",02/23/2023,Major,02/23/2023,0,0:10,0:10,NAB
QA-1128,06 (Add Payment Term - Manual),"When I try to add manual payment that sill not generated, it displayed message 'You are trying to add payment on a term not billed yet. You must generate the billing for the term first.'",02/23/2023,Blocking,02/23/2023,0,0:15,0:15,Pass
QA-1129,12 (Master Table Transaction),"[ERP_007][Master Transaction Table] After running script for master transaction table, there is some value still not handled for the translation",02/23/2023,Localization,02/23/2023,0,0:10,,Pass
QA-1130,01 (Student Balance),"[ERP_007][student-card][student-balance] when i want paid down payment use credit in step modalities. i go to finance tab , then look ""status term"" data down payment in balance student is doubel ""status term""  video",02/24/2023,Moderate,02/24/2023,0,0:15,,Pass
